,title_x,year_x,genres,description_x,channel,title_y,year_y,description_y,theater
662,Envy,2004,Comedy,A man (Ben Stiller) becomes jealous of his wealthy friend (Jack Black).,535,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
663,Envy,2004,Comedy,A man (Ben Stiller) becomes jealous of his wealthy friend (Jack Black).,535,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
664,Envy,2004,Comedy,A man (Ben Stiller) becomes jealous of his wealthy friend (Jack Black).,535,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
665,Envy,2004,Comedy,A man (Ben Stiller) becomes jealous of his wealthy friend (Jack Black).,535,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
666,Envy,2004,Comedy,A man (Ben Stiller) becomes jealous of his wealthy friend (Jack Black).,535,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
667,Epic Movie,2007,Comedy,Four adult orphans have an incredible adventure in a spoof of blockbuster films.,533,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
668,Epic Movie,2007,Comedy,Four adult orphans have an incredible adventure in a spoof of blockbuster films.,533,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
669,Epic Movie,2007,Comedy,Four adult orphans have an incredible adventure in a spoof of blockbuster films.,533,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
670,Epic Movie,2007,Comedy,Four adult orphans have an incredible adventure in a spoof of blockbuster films.,533,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
671,Epic Movie,2007,Comedy,Four adult orphans have an incredible adventure in a spoof of blockbuster films.,533,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
672,Epic Movie,2007,Comedy,Four adult orphans have an incredible adventure in a spoof of blockbuster films.,533,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
673,Epic Movie,2007,Comedy,Four adult orphans have an incredible adventure in a spoof of blockbuster films.,533,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
674,Madea's Family Reunion,2006,Comedy,A Southern matriarch (Tyler Perry) must keep the peace while planning a family reunion.,552,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
675,Madea's Family Reunion,2006,Comedy,A Southern matriarch (Tyler Perry) must keep the peace while planning a family reunion.,552,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
676,Madea's Family Reunion,2006,Comedy,A Southern matriarch (Tyler Perry) must keep the peace while planning a family reunion.,552,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
677,Madea's Family Reunion,2006,Comedy,A Southern matriarch (Tyler Perry) must keep the peace while planning a family reunion.,552,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
678,Madea's Family Reunion,2006,Comedy,A Southern matriarch (Tyler Perry) must keep the peace while planning a family reunion.,552,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
679,Madea's Family Reunion,2006,Comedy,A Southern matriarch (Tyler Perry) must keep the peace while planning a family reunion.,552,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
680,Madea's Family Reunion,2006,Comedy,A Southern matriarch (Tyler Perry) must keep the peace while planning a family reunion.,552,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
681,Never Goin' Back,2018,Comedy,Stoned best friends go to increasingly absurd lengths to get cash for a wild beach trip.,556,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
682,Never Goin' Back,2018,Comedy,Stoned best friends go to increasingly absurd lengths to get cash for a wild beach trip.,556,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
683,Never Goin' Back,2018,Comedy,Stoned best friends go to increasingly absurd lengths to get cash for a wild beach trip.,556,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
684,Never Goin' Back,2018,Comedy,Stoned best friends go to increasingly absurd lengths to get cash for a wild beach trip.,556,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
685,Never Goin' Back,2018,Comedy,Stoned best friends go to increasingly absurd lengths to get cash for a wild beach trip.,556,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
686,Never Goin' Back,2018,Comedy,Stoned best friends go to increasingly absurd lengths to get cash for a wild beach trip.,556,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
687,Never Goin' Back,2018,Comedy,Stoned best friends go to increasingly absurd lengths to get cash for a wild beach trip.,556,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
688,Phat Beach,1996,Comedy,"Teens (Jermaine Hopkins, Brian Hooks) sell cheap sunglasses in Southern California.",583,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
689,Phat Beach,1996,Comedy,"Teens (Jermaine Hopkins, Brian Hooks) sell cheap sunglasses in Southern California.",583,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
690,Phat Beach,1996,Comedy,"Teens (Jermaine Hopkins, Brian Hooks) sell cheap sunglasses in Southern California.",583,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
691,Phat Beach,1996,Comedy,"Teens (Jermaine Hopkins, Brian Hooks) sell cheap sunglasses in Southern California.",583,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
692,Phat Beach,1996,Comedy,"Teens (Jermaine Hopkins, Brian Hooks) sell cheap sunglasses in Southern California.",583,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
693,Phat Beach,1996,Comedy,"Teens (Jermaine Hopkins, Brian Hooks) sell cheap sunglasses in Southern California.",583,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
694,Phat Beach,1996,Comedy,"Teens (Jermaine Hopkins, Brian Hooks) sell cheap sunglasses in Southern California.",583,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
695,The Hustle,2019,Comedy,Two female grifters join forces to swindle a naive tech billionaire in the South of France.,596,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
696,The Hustle,2019,Comedy,Two female grifters join forces to swindle a naive tech billionaire in the South of France.,596,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
697,The Hustle,2019,Comedy,Two female grifters join forces to swindle a naive tech billionaire in the South of France.,596,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
698,The Hustle,2019,Comedy,Two female grifters join forces to swindle a naive tech billionaire in the South of France.,596,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
699,The Hustle,2019,Comedy,Two female grifters join forces to swindle a naive tech billionaire in the South of France.,596,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
700,The Hustle,2019,Comedy,Two female grifters join forces to swindle a naive tech billionaire in the South of France.,596,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
701,The Hustle,2019,Comedy,Two female grifters join forces to swindle a naive tech billionaire in the South of France.,596,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
702,Alvin and the Chipmunks Meet the Wolfman,2000,Comedy,Alvin tries to convince everyone that the neighbor from a creepy old house is a werewolf.,584,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
703,Alvin and the Chipmunks Meet the Wolfman,2000,Comedy,Alvin tries to convince everyone that the neighbor from a creepy old house is a werewolf.,584,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
704,Alvin and the Chipmunks Meet the Wolfman,2000,Comedy,Alvin tries to convince everyone that the neighbor from a creepy old house is a werewolf.,584,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
705,Alvin and the Chipmunks Meet the Wolfman,2000,Comedy,Alvin tries to convince everyone that the neighbor from a creepy old house is a werewolf.,584,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
706,Alvin and the Chipmunks Meet the Wolfman,2000,Comedy,Alvin tries to convince everyone that the neighbor from a creepy old house is a werewolf.,584,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
707,Alvin and the Chipmunks Meet the Wolfman,2000,Comedy,Alvin tries to convince everyone that the neighbor from a creepy old house is a werewolf.,584,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
708,Alvin and the Chipmunks Meet the Wolfman,2000,Comedy,Alvin tries to convince everyone that the neighbor from a creepy old house is a werewolf.,584,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
709,Martin Lawrence Live: Runteldat,2002,Comedy,"Filmmaker David Raynr captures the comic performing his stand-up routine in Washington, D.C.",572,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
710,Martin Lawrence Live: Runteldat,2002,Comedy,"Filmmaker David Raynr captures the comic performing his stand-up routine in Washington, D.C.",572,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
711,Martin Lawrence Live: Runteldat,2002,Comedy,"Filmmaker David Raynr captures the comic performing his stand-up routine in Washington, D.C.",572,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
712,Martin Lawrence Live: Runteldat,2002,Comedy,"Filmmaker David Raynr captures the comic performing his stand-up routine in Washington, D.C.",572,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
713,Martin Lawrence Live: Runteldat,2002,Comedy,"Filmmaker David Raynr captures the comic performing his stand-up routine in Washington, D.C.",572,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
714,Martin Lawrence Live: Runteldat,2002,Comedy,"Filmmaker David Raynr captures the comic performing his stand-up routine in Washington, D.C.",572,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
715,Martin Lawrence Live: Runteldat,2002,Comedy,"Filmmaker David Raynr captures the comic performing his stand-up routine in Washington, D.C.",572,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
716,Bill & Ted's Excellent Adventure,1989,Comedy,"Dopey dudes (Keanu Reeves, Alex Winter) time-travel to fetch celebrities for a school project.",515,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
717,Bill & Ted's Excellent Adventure,1989,Comedy,"Dopey dudes (Keanu Reeves, Alex Winter) time-travel to fetch celebrities for a school project.",515,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
718,Bill & Ted's Excellent Adventure,1989,Comedy,"Dopey dudes (Keanu Reeves, Alex Winter) time-travel to fetch celebrities for a school project.",515,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
719,Bill & Ted's Excellent Adventure,1989,Comedy,"Dopey dudes (Keanu Reeves, Alex Winter) time-travel to fetch celebrities for a school project.",515,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
720,Bill & Ted's Excellent Adventure,1989,Comedy,"Dopey dudes (Keanu Reeves, Alex Winter) time-travel to fetch celebrities for a school project.",515,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
721,Bill & Ted's Excellent Adventure,1989,Comedy,"Dopey dudes (Keanu Reeves, Alex Winter) time-travel to fetch celebrities for a school project.",515,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
722,Bill & Ted's Excellent Adventure,1989,Comedy,"Dopey dudes (Keanu Reeves, Alex Winter) time-travel to fetch celebrities for a school project.",515,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
723,Grudge Match,2013,Comedy,A boxing promoter offers two rival boxers the chance to come out of retirement for one final bout.,522,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
724,Grudge Match,2013,Comedy,A boxing promoter offers two rival boxers the chance to come out of retirement for one final bout.,522,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
725,Grudge Match,2013,Comedy,A boxing promoter offers two rival boxers the chance to come out of retirement for one final bout.,522,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
726,Grudge Match,2013,Comedy,A boxing promoter offers two rival boxers the chance to come out of retirement for one final bout.,522,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
727,Grudge Match,2013,Comedy,A boxing promoter offers two rival boxers the chance to come out of retirement for one final bout.,522,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
728,Grudge Match,2013,Comedy,A boxing promoter offers two rival boxers the chance to come out of retirement for one final bout.,522,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
729,Grudge Match,2013,Comedy,A boxing promoter offers two rival boxers the chance to come out of retirement for one final bout.,522,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
730,El camino de los espantos,1967,Comedy,Una tormenta lleva a un grupo de personas viajeras hacia un camino hechizado.,935,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
731,El camino de los espantos,1967,Comedy,Una tormenta lleva a un grupo de personas viajeras hacia un camino hechizado.,935,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
732,El camino de los espantos,1967,Comedy,Una tormenta lleva a un grupo de personas viajeras hacia un camino hechizado.,935,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
733,El camino de los espantos,1967,Comedy,Una tormenta lleva a un grupo de personas viajeras hacia un camino hechizado.,935,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
734,El camino de los espantos,1967,Comedy,Una tormenta lleva a un grupo de personas viajeras hacia un camino hechizado.,935,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
735,El camino de los espantos,1967,Comedy,Una tormenta lleva a un grupo de personas viajeras hacia un camino hechizado.,935,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
736,El camino de los espantos,1967,Comedy,Una tormenta lleva a un grupo de personas viajeras hacia un camino hechizado.,935,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
737,Stealing Harvard,2002,Comedy,"Two men (Jason Lee, Tom Green) resort to robbery to pay for college tuition.",581,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
738,Stealing Harvard,2002,Comedy,"Two men (Jason Lee, Tom Green) resort to robbery to pay for college tuition.",581,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
739,Stealing Harvard,2002,Comedy,"Two men (Jason Lee, Tom Green) resort to robbery to pay for college tuition.",581,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
740,Stealing Harvard,2002,Comedy,"Two men (Jason Lee, Tom Green) resort to robbery to pay for college tuition.",581,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
741,Stealing Harvard,2002,Comedy,"Two men (Jason Lee, Tom Green) resort to robbery to pay for college tuition.",581,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
742,Stealing Harvard,2002,Comedy,"Two men (Jason Lee, Tom Green) resort to robbery to pay for college tuition.",581,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
743,Stealing Harvard,2002,Comedy,"Two men (Jason Lee, Tom Green) resort to robbery to pay for college tuition.",581,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
744,Investigador privado...muy privado,1989,Comedy,Un gracioso detective siempre estropea sus investigaciones secretas.,980,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
745,Investigador privado...muy privado,1989,Comedy,Un gracioso detective siempre estropea sus investigaciones secretas.,980,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
746,Investigador privado...muy privado,1989,Comedy,Un gracioso detective siempre estropea sus investigaciones secretas.,980,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
747,Investigador privado...muy privado,1989,Comedy,Un gracioso detective siempre estropea sus investigaciones secretas.,980,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
748,Investigador privado...muy privado,1989,Comedy,Un gracioso detective siempre estropea sus investigaciones secretas.,980,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
749,Investigador privado...muy privado,1989,Comedy,Un gracioso detective siempre estropea sus investigaciones secretas.,980,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
750,Investigador privado...muy privado,1989,Comedy,Un gracioso detective siempre estropea sus investigaciones secretas.,980,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
751,The Big Bad Fox and Other Tales...,2017,Comedy,The countryside isn't always as calm and peaceful as it's made out to be.,584,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
752,The Big Bad Fox and Other Tales...,2017,Comedy,The countryside isn't always as calm and peaceful as it's made out to be.,584,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
753,The Big Bad Fox and Other Tales...,2017,Comedy,The countryside isn't always as calm and peaceful as it's made out to be.,584,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
754,The Big Bad Fox and Other Tales...,2017,Comedy,The countryside isn't always as calm and peaceful as it's made out to be.,584,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
755,The Big Bad Fox and Other Tales...,2017,Comedy,The countryside isn't always as calm and peaceful as it's made out to be.,584,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
756,The Big Bad Fox and Other Tales...,2017,Comedy,The countryside isn't always as calm and peaceful as it's made out to be.,584,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
757,The Big Bad Fox and Other Tales...,2017,Comedy,The countryside isn't always as calm and peaceful as it's made out to be.,584,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
758,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,A young woman is released from a psychiatric hospital and returns to her father's house.,621,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
759,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,A young woman is released from a psychiatric hospital and returns to her father's house.,621,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
760,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,A young woman is released from a psychiatric hospital and returns to her father's house.,621,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
761,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,A young woman is released from a psychiatric hospital and returns to her father's house.,621,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
762,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,A young woman is released from a psychiatric hospital and returns to her father's house.,621,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
763,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,A young woman is released from a psychiatric hospital and returns to her father's house.,621,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
764,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,A young woman is released from a psychiatric hospital and returns to her father's house.,621,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
765,Bill & Ted's Bogus Journey,1991,Comedy,"Grim Reaper (William Sadler) helps dopes (Keanu Reeves, Alex Winter) stop their evil robot twins.",512,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
766,Bill & Ted's Bogus Journey,1991,Comedy,"Grim Reaper (William Sadler) helps dopes (Keanu Reeves, Alex Winter) stop their evil robot twins.",512,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
767,Bill & Ted's Bogus Journey,1991,Comedy,"Grim Reaper (William Sadler) helps dopes (Keanu Reeves, Alex Winter) stop their evil robot twins.",512,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
768,Bill & Ted's Bogus Journey,1991,Comedy,"Grim Reaper (William Sadler) helps dopes (Keanu Reeves, Alex Winter) stop their evil robot twins.",512,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
769,Bill & Ted's Bogus Journey,1991,Comedy,"Grim Reaper (William Sadler) helps dopes (Keanu Reeves, Alex Winter) stop their evil robot twins.",512,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
770,Bill & Ted's Bogus Journey,1991,Comedy,"Grim Reaper (William Sadler) helps dopes (Keanu Reeves, Alex Winter) stop their evil robot twins.",512,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
771,Bill & Ted's Bogus Journey,1991,Comedy,"Grim Reaper (William Sadler) helps dopes (Keanu Reeves, Alex Winter) stop their evil robot twins.",512,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
772,Deerskin,2019,Comedy,A drifter becomes obsessed with a fringed deerskin jacket that seems to hold mystical powers.,519,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
773,Deerskin,2019,Comedy,A drifter becomes obsessed with a fringed deerskin jacket that seems to hold mystical powers.,519,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
774,Deerskin,2019,Comedy,A drifter becomes obsessed with a fringed deerskin jacket that seems to hold mystical powers.,519,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
775,Deerskin,2019,Comedy,A drifter becomes obsessed with a fringed deerskin jacket that seems to hold mystical powers.,519,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
776,Deerskin,2019,Comedy,A drifter becomes obsessed with a fringed deerskin jacket that seems to hold mystical powers.,519,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
777,Deerskin,2019,Comedy,A drifter becomes obsessed with a fringed deerskin jacket that seems to hold mystical powers.,519,Jathi Ratnalu,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
778,Deerskin,2019,Comedy,A drifter becomes obsessed with a fringed deerskin jacket that seems to hold mystical powers.,519,Private Screening,2021,Three men search for love and happiness after leaving prison.,Galaxy Highland
779,Stripes,1981,Comedy,Lazy cabby (Bill Murray) and bored buddy (Harold Ramis) join Army.,609,Monty Python and the Holy Grail,1975,A lackey follows as King Arthur (Graham Chapman) goes questing.,Alamo Drafthouse South Lamar
780,Stripes,1981,Comedy,Lazy cabby (Bill Murray) and bored buddy (Harold Ramis) join Army.,609,Spaceballs,1987,President Skroob (Mel Brooks) pits heroes against an evil foe (Rick Moranis).,Alamo Drafthouse South Lamar
781,Stripes,1981,Comedy,Lazy cabby (Bill Murray) and bored buddy (Harold Ramis) join Army.,609,Borat Subsequent Moviefilm,2020,Kazakh funnyman Borat risks life and limb when he returns to America with his 15-year-old daughter.,Alamo Drafthouse South Lamar
782,Stripes,1981,Comedy,Lazy cabby (Bill Murray) and bored buddy (Harold Ramis) join Army.,609,Mean Girls,2004,A teen (Lindsay Lohan) becomes friends with three cruel schoolmates.,Alamo Drafthouse South Lamar
783,Stripes,1981,Comedy,Lazy cabby (Bill Murray) and bored buddy (Harold Ramis) join Army.,609,Tom & Jerry,2021,A desperate event planner hires Tom to get rid of Jerry before he ruins a fancy wedding at a hotel.,AMC Barton Creek Square 14
